id,header,date,location,categories,description,socialmediascore,negative,positive,anger,fear,anticipation,surprise,trust,sadness,joy,disgust,wordcount,negative_percent,positive_percent,anger_percent,fear_percent,anticipation_percent,surprise_percent,trust_percent,sadness_percent,joy_percent,disgust_percent
4369271,McDonald's plans HQ move to former Harpo Studios campus,"Wed, June  1, 2016","Oak Brook, Illinois, United States","['Business, Transportation and Logistics, Moving Services', 'Society, Philanthropy, Organizations']","Less than a year after pulling the plug on a potential move to downtown Chicago, fast-food giant McDonald's is near a deal to shift its headquarters to the former Harpo Studios campus in the city's Fulton Market district.

Oak Brook-based McDonald's is in advanced negotiations with Sterling Bay to move its headquarters to well over 300,000 square feet of office space in a structure the Chicago developer plans to build on Randolph Street, according to people familiar with the deal.

The office...",90,1,8,1,1,5,2,5,0,3,0,11,0.09090909090909091,0.7272727272727273,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.45454545454545453,0.0,0.2727272727272727,0.0
4370249,Marlon Byrd suspended 162 games after failing second PED test,"Wed, June  1, 2016","Cleveland, United States","['Games, Video Games, Browser Based', 'Games, Video Games, Recreation', 'Business, Arts and Entertainment, Gaming']","Cleveland Indians outfielder Marlon Byrd was suspended 162 games by Major League Baseball on Wednesday after a second failed test for performance-enhancing drugs.

Vince Grzegorek of Cleveland Scene broke the news of Byrd's suspension. Ken Rosenthal of Fox Sports confirmed it. When MLB announced the news officially, it revealed that Byrd tested positive for the growth hormone Ipamorelin

As a second-time PED offender, Byrd gets the stricter 162-game penalty outlined in MLB's joint-drug...",69,5,5,3,5,1,0,1,4,0,1,10,0.5,0.5,0.3,0.5,0.1,0.0,0.1,0.4,0.0,0.1
4371517,Mexico's best team ever could capture elusive Copa America glory,"Wed, June  1, 2016","San Diego, United States","['Reference, Education, Colleges and Universities']","Mexico are good -- and not just their regular good, either. This isn't an El Tri team that will simply dominate most every team in CONCACAF. This is the best Mexico team ever.

This isn't just a talented team, or even one that has run off a few wins in a row. They're absolutely stacked, boasting more top-end talent and more depth than ever before. They also happen to fit well together, complementing each other and not being restricted to a single clear way for them to play. Instead they're...",44,3,3,1,1,2,2,6,0,2,0,9,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.0,0.2222222222222222,0.0
4375765,Cooking and crime are on the menu with 'Feed the Beast',"Wed, June  1, 2016","The Bronx, United States","['Arts, Performing Arts, Theatre', 'Business, Agriculture and Forestry, Livestock', 'Home, Cooking, Chefs']","Jim Sturgess portrays Dion Patras in the new series, ""Feed the Beast,"" premiering Sunday at 10 p.m. on AMC. (Frank Ockenfels/AMC via AP)

After ""Friends"" ended in 2004, David Schwimmer moved from Los Angeles, where his hit sitcom was filmed, to re-settle in New York.

In all the years since, he has never passed the West Village apartment building known to the world (or, at least, to a steady stream of photo-snapping ""Friends"" fans) for its role as the exterior location shot of the title...",30,4,2,4,2,0,0,3,0,1,0,7,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0
4372353,UCLA murder-suicide shooter identified as investigation continues,"Thu, June  2, 2016","Los Angeles, United States","['Business, Business Services, Fire and Security', 'Reference, Education, Colleges and Universities', 'Business, Construction and Maintenance, Materials and Supplies']","Professor Bill Klug gunned down on Wednesday in an engineering building

Police on Thursday identified the man they say carried out a murder-suicide that took the life of an engineering professor at UCLA.

The shooter was Mainak Sarkar, said officer Jenny Houser, a city police spokeswoman. Sarkar is listed on a UCLA website as a member of a computational biomechanics research group run by the victim, a professor of biomechanical engineering.

The shooting Wednesday brought a massive police...","3,907",2,8,2,7,1,0,7,1,0,0,13,0.15384615384615385,0.6153846153846154,0.15384615384615385,0.5384615384615384,0.07692307692307693,0.0,0.5384615384615384,0.07692307692307693,0.0,0.0
4371728,Oracle hit with whistleblower lawsuit over cloud accounting,"Thu, June  2, 2016","San Francisco, United States","['Society, Issues, Business', 'Computers, Software, Databases', 'Computers, Software, Business']","Oracle Corp (ORCL.N) was sued on Wednesday by a former senior finance manager who claimed she was terminated in retaliation for complaining about improper accounting practices in its cloud services business.

The plaintiff, Svetlana Blackburn, said upper management tried to push her to ""fit square data into round holes"" to make Oracle Cloud Services' financial results look better. She said Oracle terminated her employment last October 15, within weeks after she began registering her...","3,897",4,6,3,2,5,1,5,1,0,1,11,0.36363636363636365,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.0,0.09090909090909091
4378603,"Three soldiers dead, six missing in vehicle rollover at Fort Hood water crossing","Thu, June  2, 2016","Fort Hood, United States","['Society, Law, Services', 'Business, Transportation and Logistics, Trucking', 'Science, Instruments and Supplies, Lab Furniture']","304 CONNECTTWEETLINKEDIN 2 COMMENTEMAILMORE

Three soldiers have died and six others are missing after their Light Medium Tactical Vehicle overturned at a low-water crossing on Fort Hood, Texas.

Three more soldiers were rescued and are in stable condition.

Fort Hood emergency personnel responded to a call for a swift-water rescue at 11:20 a.m. Thursday after the LMTV got stuck at the Owl Creek Tactical low-water crossing and East Range Road, according to information from Fort Hood.

Severe...","1,762",7,6,7,7,1,2,6,6,1,4,17,0.4117647058823529,0.35294117647058826,0.4117647058823529,0.4117647058823529,0.058823529411764705,0.11764705882352941,0.35294117647058826,0.35294117647058826,0.058823529411764705,0.23529411764705882
4372239,UCLA shooting: Gunman had 'kill list',"Thu, June  2, 2016","Los Angeles, United States","['Reference, Education', 'Society, Law, Law Enforcement', 'Reference, Education, Colleges and Universities']","Citing law enforcement sources, CBS News reports that the two people who died in today's shooting at UCLA were an engineering professor and a student ""apparently despondent about grades.""

http://gawker.com/at-least-two-p...

The network identified the professor as William Klug, who specialized in computational mechanics and received a Ph.D from Caltech in 2003. The name of the student, who is also believed to have been the shooter, has not been released.

Early reports suggested at least three...","1,507",4,3,2,4,1,0,4,1,0,0,11,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.0,0.36363636363636365,0.09090909090909091,0.0,0.0
4377983,Clinton is the best choice to reduce gun violence,"Thu, June  2, 2016","Elkhart, Indiana, United States","['Society, Issues, Violence and Abuse', 'Shopping, Recreation, Guns', 'Society, Issues, Gun Control']","Hillary Clinton wore orange for a foreign policy speech Thursday in San Diego to recognize National Gun Violence Awareness Day. John Locher The Associated Press

The day after yet another campus shooting shocked California and the country, America turned orange for National Gun Violence Awareness Day on Thursday.

From the Empire State Building to the Golden Gate Bridge - and at hundreds of town squares and corporate offices in between - people of all political stripes raised a hand to say they...","1,055",10,3,7,7,0,0,2,3,0,1,15,0.6666666666666666,0.2,0.4666666666666667,0.4666666666666667,0.0,0.0,0.13333333333333333,0.2,0.0,0.06666666666666667
4376636,Video Shows Victim's Father Attack 'Taunting' Serial Killer Michael Madison in Ohio Courtroom,"Thu, June  2, 2016","Cleveland, United States","['Society, Crime', 'Society, Issues, Crime and Justice', 'Society, Crime, Murder']","The father of one of the women killed by Michael Madison lunged and attacked the serial killer during sentencing in an Ohio courtroom Thursday afternoon.

Madison, the man convicted of killing three women and wrapping their bodies in garbage bags, had just been sentenced to death and victims' family members came up to speak.

When Van Terry, father of Shirellda Terry, came up, he said, ""I guess we are supposed to find it in our hearts to forgive this clown... who has taken my child."" Then he...",730,6,3,5,5,5,3,4,4,2,2,16,0.375,0.1875,0.3125,0.3125,0.3125,0.1875,0.25,0.25,0.125,0.125
4351887,"All About Fentanyl, the Drug That Killed Prince and Is Sweeping the U.S.","Thu, June  2, 2016","Atlanta, United States","['Society, Issues, Health', 'Health, Pharmacy, Drugs and Medications', 'Health, Addictions, Substance Abuse']","How the medical establishment learned to love the dangerous drugs that killed Prince.

We learned Thursday that Prince died of an opioid overdose -- specifically from fentanyl, a synthetic opioid often prescribed to people who have built up a tolerance to oral opioids. (Fentanyl is more potent than powerful drugs like OxyContin and is most commonly administered via a patch.) While the toxicology report has not yet been made public -- and may never be -- it's possible that Prince, who had a...",622,3,7,1,3,2,0,2,0,2,1,10,0.3,0.7,0.1,0.3,0.2,0.0,0.2,0.0,0.2,0.1
4376655,"Phoenix Police Make 'Horrific' Discovery: 3 Children Stabbed to Death, Stuffed in Closet","Thu, June  2, 2016","Phoenix, Arizona, United States","['Business, Business Services, Fire and Security', 'Society, Law, Law Enforcement', 'Home, Family, Parenting']","Phoenix woman suspected of killing her three sons, all younger than 9, and then stabbing herself remains in critical condition at a local hospital, authorities said.

The 29-year-old woman was in critical condition but expected to survive. Her identity was being withheld, pending notification of the children's next of kin.

The boys -- 8-year-old Jaikare Rahaman, 5-year-old Jeremiah Adams, and 2-month-old Avery Robinson -- were found stuffed into a closet, said Phoenix Police Department...",379,5,12,3,7,4,1,6,4,2,4,19,0.2631578947368421,0.631578947368421,0.15789473684210525,0.3684210526315789,0.21052631578947367,0.05263157894736842,0.3157894736842105,0.21052631578947367,0.10526315789473684,0.21052631578947367
4377258,"Batman V Superman's R-Rated Cut Just Dropped A Badass Trailer, Check It Out","Thu, June  2, 2016","Hollywood, United States","['Sports, Baseball, Minor League', 'Sports, Baseball, Youth', 'Arts, Movies, News and Media']","It's safe to say that Batman v Superman: Dawn of Justice was one of the most anticipated superhero movies from mid-2013 up until its release this past March. Whether you enjoyed the movie or not, there's no denying that the movie managed to pack a lot in, but now fans can look forward to even more material coming. In addition to a regular home release, the second DC Extended Universe entry is also getting an extended edition release later this month, and now a cool trailer has just been...",205,1,8,0,0,4,1,5,0,4,0,11,0.09090909090909091,0.7272727272727273,0.0,0.0,0.36363636363636365,0.09090909090909091,0.45454545454545453,0.0,0.36363636363636365,0.0
4370758,"Wait, Is the Teenage Mutant Ninja Turtles Sequel Actually... Good?","Thu, June  2, 2016","New York City, United States","['Arts, Movies', 'Science, Biology, Flora and Fauna', 'Arts, Movies, Genres']","Teenage Mutant Ninja Turtles: Out of the Shadows plays like a greatest hits of everything iconic you know and love about the Turtles. Good guys, bad guys, ninjitsu, part wagons, everything; it's all there to make a movie that's -- surprisingly -- very entertaining. It's also borderline nonsensical but, in a movie with talking turtles, it works.

Directed by Dave Green, Turtles 2 starts off with a bang. We're instantly flying through New York City with the Turtles, watching them banter like four...",145,7,6,3,3,7,4,3,3,5,2,16,0.4375,0.375,0.1875,0.1875,0.4375,0.25,0.1875,0.1875,0.3125,0.125
4376870,United Airlines is fighting back against competition with a stunning new service,"Thu, June  2, 2016","Chicago, United States","['Society, Issues, Transportation', 'Business, Transportation and Logistics, Aviation', 'Recreation, Travel, Transportation']","United Airlines said on Thursday that it will undergo a major overhaul of its international business and first class offerings. At the heart of the this undertaking is the airline's new Polaris Business Class.

According to the airline, Polaris signals a fundamental shift and rebranding of the airline's international premium cabin products.

""This completely reconceived experience exemplifies the new spirit of United and the innovation, excitement and operational momentum across our airline,""...",103,2,10,1,0,4,1,5,0,1,0,14,0.14285714285714285,0.7142857142857143,0.07142857142857142,0.0,0.2857142857142857,0.07142857142857142,0.35714285714285715,0.0,0.07142857142857142,0.0
4372202,Freddie Freeman hits walk-off homer in 11th,"Thu, June  2, 2016","San Francisco, United States",[],"Giants right-hander Albert Suarez pitched effectively in his first Major League start, allowing three runs over five innings. Suarez, who started in place of the injured Matt Cain, also notched his first career hit -- a sixth-inning infield single that would have served as the game-winning hit had the Braves not taken advantage of some miscues that allowed them to erase a one-run ninth-inning deficit.

Brandon Belt gave the Giants an early lead with a two-run homer in the fourth inning and the...",84,4,3,3,2,2,0,0,1,0,0,9,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0
4379857,"Aaron Nola, big fifth innings spark Phillies","Thu, June  2, 2016","Philadelphia, United States","['Games', 'Games, Video Games, Browser Based', 'Games, Video Games, Action']","PHILADELPHIA -- Aaron Nola danced into and out of trouble for six of the busiest scoreless innings you'll see, and Jimmy Paredes and Cameron Rupp hit back-to-back home runs in the Phillies' biggest inning of the season. They thumped the Brewers on Sunday, 8-1, in the finale of a four-game series at Citizens Bank Park.

The Brewers put a runner on base in each of Nola's six innings, including multiple runners with fewer than two outs in four of those frames. But Milwaukee went hitless with eight...",48,1,2,1,0,0,0,3,0,0,0,6,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0
4371726,Injury ends Kaka's Copa America dream - Capital Sports,"Thu, June  2, 2016","Los Angeles, United States","['Health, Conditions and Diseases, Neurological Disorders', 'Society, Law, Services']","Kaka has been called up by Brazil for the Copa America in the United States.

LOS ANGELES, USA, June 2 - Brazil's Copa America injury crisis deepened after veteran striker Kaka withdrew from the squad with a hamstring injury ahead of the team's tournament opener against Ecuador.

The 34-year-old Orlando City attacking midfielder had been looking forward to competing in his first Copa America but saw his dream dashed after suffering an injury at Brazil's Los Angeles training base.

""Kaka has had...",41,9,4,7,7,0,1,4,8,0,2,15,0.6,0.26666666666666666,0.4666666666666667,0.4666666666666667,0.0,0.06666666666666667,0.26666666666666666,0.5333333333333333,0.0,0.13333333333333333
4372581,Rare 'Inverted Jenny' Stamp Stolen in 1955 Returned - NBC News,"Thu, June  2, 2016","New York City, United States","['Recreation, Collecting, Stamps', 'Shopping, Antiques and Collectibles, Stamps', 'Shopping, Office Products, Supplies']","It was swiped from a display case at a convention in 1955. Six decades later, a rare misprinted stamp known as an ""Inverted Jenny"" is being returned to its owner.

Federal authorities are set to announce the handover Thursday afternoon at the World Stamp Show in Manhattan, two months after one of the most famous stamps in American history turned up at an auction house.

The mystery of the missing stamp has long fascinated philatelists. It's a tale that stretches back to 1918 when a collector...",40,3,4,1,2,3,1,2,2,0,0,11,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.0
4372782,Whitney Houston's wedding dress among 119 keepsakes going under the hammer,"Thu, June  2, 2016","Houston, United States","['Business, Business Services, Auctions', 'Shopping, Auctions', 'Business, Agriculture and Forestry, Livestock']","A treasure trove of Whitney Houston's awards and keepsakes, including her wedding dress, are to be auctioned off less than two miles from where the singer died.

Heritage Auctions bosses in Beverly Hills will oversee the estate sale, which has been sanctioned by Whitney's family, later this month (24-25Jun16).

The items up for grabs include a stage-worn custom-made Dolce & Gabbana Diva Train coat from 1999 and even the Marc Bouwer gown she wore on her wedding day, when she became Mrs. Bobby...",29,1,6,1,0,3,1,3,0,2,0,9,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,0.2222222222222222,0.0
4393529,Sharks' Hertl (lower-body injury) to miss Game 3,"Thu, June  2, 2016","Pittsburgh, United States","['Games', 'Games, Video Games, Browser Based', 'Games, Video Games, Recreation']","Hertl, perhaps the team's best forward through the first two games of the finals, is recovering from a lower-body injury, coach Pete DeBoer announced Saturday morning at the SAP Center.

""He's out tonight,"" DeBoer said as the Sharks prepare for the first-ever Stanley Cup finals game in San Jose, adding ""He's arguably been maybe our best player through the first two games.""

The Sharks trail the Penguins 2-0 in the best-of-seven series, having lost two one-goal games in Pittsburgh.

Hertl...",13,8,3,2,2,1,0,4,4,0,0,14,0.5714285714285714,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0
